"device_ID","longitude","latitude","timestamp","day","month","year","hour","date","day_ID","julian_date","net_sqrd_displacement","step_length"
17769,-6.376447,52.370533,2018-03-28 16:10:48,28,3,2018,16,2018-03-28,"2018-03-28_17769",17618,0.00118601472399988,0.0760008870354616
17769,-6.376451,52.36985,2018-03-28 17:10:46,28,3,2018,17,2018-03-28,"2018-03-28_17769",17618,0.00114561168099978,3.71694043957041
17769,-6.358165,52.338379,2018-03-28 18:10:56,28,3,2018,18,2018-03-28,"2018-03-28_17769",17618,6.52810000000218e-06,0.119403020022488
17769,-6.35774,52.33942,2018-03-28 19:10:54,28,3,2018,19,2018-03-28,"2018-03-28_17769",17618,4.53695400001596e-06,0.0202476357177603
17769,-6.358037,52.339424,2018-03-28 20:10:46,28,3,2018,20,2018-03-28,"2018-03-28_17769",17618,3.53118100000464e-06,0.00128527529295219
17769,-6.358052,52.339417,2018-03-28 21:11:02,28,3,2018,21,2018-03-28,"2018-03-28_17769",17618,3.5008290000144e-06,0.0305364380813398
17769,-6.358495,52.339458,2018-03-28 22:10:53,28,3,2018,22,2018-03-28,"2018-03-28_17769",17618,2.26643300000763e-06,0.0300145069793455
17769,-6.35806,52.3395,2018-03-28 23:10:46,28,3,2018,23,2018-03-28,"2018-03-28_17769",17618,3.30127400000538e-06,0.00621128819997531
17769,-6.358151,52.339497,2018-03-29 00:10:45,29,3,2018,0,2018-03-29,"2018-03-29_17769",17619,3.0413800000036e-06,0.548774966201404
17769,-6.366053,52.338551,2018-03-29 01:11:10,29,3,2018,1,2018-03-29,"2018-03-29_17769",17619,4.59254920000008e-05,0.0612152544739695
17769,-6.365297,52.338848,2018-03-29 02:11:10,29,3,2018,2,2018-03-29,"2018-03-29_17769",17619,3.56117890000134e-05,0.00785021290257409
17769,-6.365273,52.338917,2018-03-29 03:10:45,29,3,2018,3,2018-03-29,"2018-03-29_17769",17619,3.51120400000041e-05,0.00655015096177632
17769,-6.365297,52.33886,2018-03-29 04:11:05,29,3,2018,4,2018-03-29,"2018-03-29_17769",17619,3.55719250000195e-05,3.58267949136715
17769,-6.376255,52.37035,2018-03-29 05:10:46,29,3,2018,5,2018-03-29,"2018-03-29_17769",17619,0.00116861656899989,0.0852628828203292
17769,-6.37614,52.371113,2018-03-29 06:10:47,29,3,2018,6,2018-03-29,"2018-03-29_17769",17619,0.00121090193299986,0.0229061012480488
17769,-6.376365,52.37096,2018-03-29 07:10:53,29,3,2018,7,2018-03-29,"2018-03-29_17769",17619,0.00120907082899957,0.0620952704240282
17769,-6.37603,52.370441,2018-03-29 08:10:45,29,3,2018,8,2018-03-29,"2018-03-29_17769",17619,0.00116659584499976,0.087701078371144
17769,-6.376236,52.369663,2018-03-29 09:10:45,29,3,2018,9,2018-03-29,"2018-03-29_17769",17619,0.00112746146499994,0.0024105174865665
17769,-6.376253,52.369644,2018-03-29 10:10:45,29,3,2018,10,2018-03-29,"2018-03-29_17769",17619,0.00112692123699985,0.0769852537940415
17769,-6.376592,52.368984,2018-03-29 11:10:45,29,3,2018,11,2018-03-29,"2018-03-29_17769",17619,0.00110033458599964,0.0107869239898673
17769,-6.37657,52.36908,2018-03-29 12:10:45,29,3,2018,12,2018-03-29,"2018-03-29_17769",17619,0.00110506123399961,0.0141195412346875
