BirdID,Sex,Age,BreedStage,TrackID,DateGMT,TimeGMT,Latitude,Longitude
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:03:46,-6.389541,72.719414
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:08:53,-6.385008,72.725891
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:14:00,-6.383273,72.730835
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:19:07,-6.387779,72.733551
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:24:14,-6.384164,72.739632
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:29:22,-6.385992,72.746796
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:34:30,-6.383835,72.750099
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:39:38,-6.392008,72.750473
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:44:46,-6.392129,72.747955
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:49:54,-6.393877,72.760056
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,12:55:15,-6.399311,72.761299
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:02:02,-6.400863,72.766106
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:12:14,-6.408276,72.775963
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:17:22,-6.407009,72.777222
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:22:29,-6.435195,72.77243
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:27:36,-6.460525,72.74794
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:32:42,-6.485625,72.726547
GV37501,unknown,Adult,Chick rearing,GV37501_2,2016-06-28,13:37:49,-6.511811,72.705551
